"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_physical_state","ros_latitude","ros_longitude","LIBNAME","STABR","LOCALE_TOP_LEVEL_DESCR","LATITUDE","LONGITUD","POPU_LSA"
"6941",NA,"WA0044",2,NA,NA,NA,NA,"PUYALLUP PUBLIC LIBRARY","WA","Suburban",47.18971049,-122.2937317,NA
"6942",NA,"WA0047",7,NA,NA,NA,NA,"VISTA HERMOSA LIBRARY","WA","Rural",46.31173057,-118.7194954,26940
"6943",NA,"WA0047",8,NA,NA,NA,NA,"PLAZA LIBRARY","WA","City",46.04799901,-118.3460675,26940
"6944",NA,"WA0050",2,NA,NA,NA,NA,"CENTRAL LIBRARY","WA","City",48.75391264,-122.4788731,NA
"6945",NA,"WA0050",3,NA,NA,NA,NA,"FAIRHAVEN BRANCH LIBRARY","WA","City",48.72143599,-122.5021925,NA
"6946",NA,"WA0050",4,NA,NA,NA,NA,"BARKLEY BRANCH LIBRARY","WA","City",48.77193981,-122.4435695,NA
"6947",NA,"WA0051",2,NA,NA,NA,NA,"MAIN LIBRARY","WA","City",47.98168199,-122.2099974,NA
"6948",NA,"WA0051",3,NA,NA,NA,NA,"EVERGREEN BRANCH LIBRARY","WA","City",47.91173166,-122.237585,NA
"6949",NA,"WA0056",2,NA,NA,NA,NA,"WALLA WALLA PUBLIC LIBRARY","WA","City",46.06749951,-118.3344945,NA
"6950",NA,"WA0057",2,NA,NA,NA,NA,"BLAINE LIBRARY","WA","Town",48.99474102,-122.7497626,136390
"6951",NA,"WA0057",3,NA,NA,NA,NA,"DEMING LIBRARY","WA","Rural",48.82481797,-122.2147847,136390
"6952",NA,"WA0057",4,NA,NA,NA,NA,"EVERSON LIBRARY","WA","Town",48.91951792,-122.3413908,136390
"6953",NA,"WA0057",5,NA,NA,NA,NA,"FERNDALE LIBRARY","WA","Suburban",48.84824061,-122.5965129,136390
"6954",NA,"WA0057",7,NA,NA,NA,NA,"ISLAND LIBRARY","WA","Rural",48.71965203,-122.6827824,136390
"6955",NA,"WA0057",8,NA,NA,NA,NA,"LYNDEN LIBRARY","WA","Town",48.94471267,-122.4528938,136390
"6956",NA,"WA0057",9,NA,NA,NA,NA,"NORTH FORK LIBRARY","WA","Rural",48.91718746,-122.138242,136390
"6957",NA,"WA0057",12,NA,NA,NA,NA,"SUMAS LIBRARY","WA","Rural",48.99827944,-122.2594903,136390
"6958",NA,"WA0057",13,NA,NA,NA,NA,"BOOKMOBILE","WA","Rural",48.82945555,-122.5379867,136390
"6959",NA,"WA0057",14,NA,NA,NA,NA,"POINT ROBERTS LIBRARY","WA","Rural",48.98464623,-123.0741963,136390
"6960",NA,"WA0057",15,NA,NA,NA,NA,"SOUTH WHATCOM LIBRARY","WA","Suburban",48.71649348,-122.3233667,136390
"6961",NA,"WA0057",16,NA,NA,NA,NA,"NORTHWEST DRIVE EXPRESS","WA","Rural",48.83036532,-122.5386172,136390
"6962",NA,"WA0061",10,NA,NA,NA,NA,"BOOKMOBILE","WA","City",46.20435998,-119.1229825,260210
"6963",NA,"WA0062",31,NA,NA,NA,NA,"RURAL SCHOOL BOOKMOBILE","WA","City",47.42573332,-120.3108152,272345
"6964",NA,"WA0062",33,NA,NA,NA,NA,"CURLEW LIBRARY","WA","Rural",48.88401055,-118.6001428,272345
"6965",NA,"WA0062",34,NA,NA,NA,NA,"COMMUNITY BOOKMOBILE","WA","City",47.42573332,-120.3108152,272345
"6966",NA,"WA0064",2,NA,NA,NA,NA,"CENTRAL LIBRARY","WA","City",47.60637519,-122.333147,NA
"6967",NA,"WA0064",3,NA,NA,NA,NA,"BALLARD BRANCH LIBRARY","WA","City",47.66984502,-122.3847325,NA
"6968",NA,"WA0064",4,NA,NA,NA,NA,"BROADVIEW BRANCH LIBRARY","WA","City",47.72299802,-122.3555975,NA
"6969",NA,"WA0064",5,NA,NA,NA,NA,"FREMONT BRANCH LIBRARY","WA","City",47.65027474,-122.3483974,NA
"6970",NA,"WA0064",6,NA,NA,NA,NA,"GREEN LAKE BRANCH LIBRARY","WA","City",47.68125333,-122.3268219,NA
"6971",NA,"WA0064",7,NA,NA,NA,NA,"GREENWOOD BRANCH LIBRARY","WA","City",47.68745502,-122.3552726,NA
"6972",NA,"WA0064",8,NA,NA,NA,NA,"LAKE CITY BRANCH LIBRARY","WA","City",47.71975401,-122.2978375,NA
"6973",NA,"WA0064",9,NA,NA,NA,NA,"MAGNOLIA BRANCH LIBRARY","WA","City",47.6453238,-122.4009858,NA
"6974",NA,"WA0064",10,NA,NA,NA,NA,"NORTHEAST BRANCH LIBRARY","WA","City",47.67789106,-122.2903701,NA
"6975",NA,"WA0064",11,NA,NA,NA,NA,"QUEEN ANNE BRANCH LIBRARY","WA","City",47.6335448,-122.362751,NA
"6976",NA,"WA0064",12,NA,NA,NA,NA,"UNIVERSITY BRANCH LIBRARY","WA","City",47.66524302,-122.3174575,NA
"6977",NA,"WA0064",13,NA,NA,NA,NA,"WALLINGFORD BRANCH LIBRARY","WA","City",47.66135868,-122.3389211,NA
"6978",NA,"WA0064",14,NA,NA,NA,NA,"BEACON HILL BRANCH LIBRARY","WA","City",47.57818258,-122.3112213,NA
"6979",NA,"WA0064",15,NA,NA,NA,NA,"COLUMBIA BRANCH LIBRARY","WA","City",47.56017699,-122.2865804,NA
"6980",NA,"WA0064",16,NA,NA,NA,NA,"DOUGLASS-TRUTH BRANCH LIBRARY","WA","City",47.60168782,-122.3018467,NA
"6981",NA,"WA0064",17,NA,NA,NA,NA,"CAPITOL HILL BRANCH LIBRARY","WA","City",47.62289408,-122.3220353,NA
"6982",NA,"WA0064",18,NA,NA,NA,NA,"HIGH POINT BRANCH LIBRARY","WA","City",47.54830248,-122.37592,NA
"6983",NA,"WA0064",19,NA,NA,NA,NA,"NEWHOLLY BRANCH LIBRARY","WA","City",47.53927965,-122.2912315,NA
"6984",NA,"WA0064",20,NA,NA,NA,NA,"MADRONA SALLY GOLDMARK BRANCH LIBRARY","WA","City",47.61268291,-122.2901645,NA
"6985",NA,"WA0064",21,NA,NA,NA,NA,"MONTLAKE BRANCH LIBRARY","WA","City",47.64052998,-122.3021075,NA
"6986",NA,"WA0064",22,NA,NA,NA,NA,"RAINIER BEACH BRANCH LIBRARY","WA","City",47.52135818,-122.2700181,NA
"6987",NA,"WA0064",23,NA,NA,NA,NA,"SOUTHWEST BRANCH LIBRARY","WA","City",47.52246145,-122.3766943,NA
"6988",NA,"WA0064",24,NA,NA,NA,NA,"WEST SEATTLE BRANCH LIBRARY","WA","City",47.58270608,-122.3850537,NA
"6989",NA,"WA0064",26,NA,NA,NA,NA,"MOBILE SERVICES","WA","City",47.6169112,-122.3366942,NA
"6990",NA,"WA0064",27,NA,NA,NA,NA,"DELRIDGE BRANCH LIBRARY","WA","City",47.553153,-122.3630274,NA
"6991",NA,"WA0064",28,NA,NA,NA,NA,"INTERNATIONAL DISTRICT/CHINATOWN BRANCH LIBRARY","WA","City",47.59625836,-122.322477,NA
"6992",NA,"WA0064",29,NA,NA,NA,NA,"NORTHGATE BRANCH LIBRARY","WA","City",47.70596733,-122.3231863,NA
"6993",NA,"WA0064",30,NA,NA,NA,NA,"SOUTH PARK BRANCH LIBRARY","WA","City",47.52629403,-122.3229119,NA
"6994",NA,"WA0065",21,NA,NA,NA,NA,"LIBRARY ON WHEELS","WA","Suburban",48.06283947,-122.1853424,783645
"6995",NA,"WA0067",7,NA,NA,NA,NA,"BOOKMOBILE","WA","City",47.65922883,-117.4252423,NA
"6996",NA,"WA0067",10,NA,NA,NA,NA,"NORTHTOWN MALL","WA","City",47.70279654,-117.4105481,NA
"6997",NA,"WA0067",11,NA,NA,NA,NA,"STA PLAZA","WA","City",47.65772206,-117.4223402,NA
"6998",NA,"WA0068",12,NA,NA,NA,NA,"EASTSIDE MICROLIBRARY","WA","City",47.20628747,-122.407005,NA
"6999",NA,"WA0070",27,NA,NA,NA,NA,"NILE EXPRESS LIBRARY","WA","Rural",46.8217081,-120.9402083,NA
"7000",NA,"WA0074",1,NA,NA,NA,NA,"LIBERTY LAKE MUNICIPAL LIBRARY","WA","Suburban",47.67131977,-117.0940382,NA
"7001",NA,"WA0076",2,NA,NA,NA,NA,"BOOKMOBILE","WA","Suburban",48.50469552,-122.2386237,28245
"7002",NA,"WA0076",3,NA,NA,NA,NA,"SEDRO-WOOLLEY LIBRARY","WA","Suburban",48.50381102,-122.2286522,28245
"7003",NA,"WI0003",2,NA,NA,NA,NA,"ALBERTSON MEMORIAL LIBRARY","WI","Rural",42.70927806,-89.43885182,NA
"7004",NA,"WI0006",2,NA,NA,NA,NA,"ALTOONA PUBLIC LIBRARY","WI","Suburban",44.80639252,-91.43300399,NA
"7005",NA,"WI0007",2,NA,NA,NA,NA,"AMERY PUBLIC LIBRARY","WI","Town",45.30292774,-92.36629613,NA
"7006",NA,"WI0008",2,NA,NA,NA,NA,"LETTIE W. JENSEN PUBLIC LIBRARY","WI","Rural",44.45342299,-89.28451257,NA
"7007",NA,"WI0009",3,NA,NA,NA,NA,"ELTON BRANCH","WI","Rural",45.16849491,-88.88685623,NA
"7008",NA,"WI0010",2,NA,NA,NA,NA,"APPLETON PUBLIC LIBRARY","WI","City",44.2637406,-88.40599466,NA
"7009",NA,"WI0015",2,NA,NA,NA,NA,"AUGUSTA MEMORIAL PUBLIC LIBRARY","WI","Rural",44.67992121,-91.12002448,NA
"7010",NA,"WI0020",2,NA,NA,NA,NA,"BARRON PUBLIC LIBRARY","WI","Town",45.40184392,-91.8540357,NA
"7011",NA,"WI0027",2,NA,NA,NA,NA,"BERLIN PUBLIC LIBRARY","WI","Town",43.96926867,-88.94762938,NA
"7012",NA,"WI0031",2,NA,NA,NA,NA,"BLACK RIVER FALLS PUBLIC LIBRARY","WI","Town",44.29413917,-90.8505571,NA
"7013",NA,"WI0039",2,NA,NA,NA,NA,"BRANDON PUBLIC LIBRARY","WI","Rural",43.73502381,-88.78226717,NA
"7014",NA,"WI0040",2,NA,NA,NA,NA,"BRILLION PUBLIC LIBRARY","WI","Town",44.17949263,-88.06421786,NA
"7015",NA,"WI0052",2,NA,NA,NA,NA,"CAMPBELLSPORT PUBLIC LIBRARY","WI","Rural",43.59982137,-88.27632636,NA
"7016",NA,"WI0053",2,NA,NA,NA,NA,"ECKSTEIN MEMORIAL LIBRARY","WI","Rural",42.70839146,-90.97625732,NA
"7017",NA,"WI0057",2,NA,NA,NA,NA,"CALHOUN MEMORIAL LIBRARY","WI","Town",45.31531934,-91.65348962,NA
"7018",NA,"WI0058",2,NA,NA,NA,NA,"CHILTON PUBLIC LIBRARY","WI","Town",44.02928938,-88.15817841,NA
"7019",NA,"WI0059",2,NA,NA,NA,NA,"CHIPPEWA FALLS PUBLIC LIBRARY","WI","Suburban",44.93541565,-91.39390752,NA
"7020",NA,"WI0065",2,NA,NA,NA,NA,"COLFAX PUBLIC LIBRARY","WI","Rural",44.99929443,-91.72737467,NA
"7021",NA,"WI0072",2,NA,NA,NA,NA,"THOMAS ST. ANGELO PUBLIC LIBRARY","WI","Rural",45.53400173,-92.02152683,NA
"7022",NA,"WI0076",2,NA,NA,NA,NA,"DEER PARK PUBLIC LIBRARY","WI","Rural",45.18801152,-92.38662183,NA
"7023",NA,"WI0086",2,NA,NA,NA,NA,"DURAND COMMUNITY LIBRARY","WI","Rural",44.63024368,-91.95804204,NA
"7024",NA,"WI0090",2,NA,NA,NA,NA,"L.E. PHILLIPS MEMORIAL PUBLIC LIBRARY","WI","City",44.81268427,-91.49894928,NA
"7025",NA,"WI0100",2,NA,NA,NA,NA,"FAIRCHILD PUBLIC LIBRARY","WI","Rural",44.60034905,-90.96537394,NA
"7026",NA,"WI0101",2,NA,NA,NA,NA,"FALL CREEK PUBLIC LIBRARY","WI","Rural",44.76350634,-91.27598471,NA
"7027",NA,"WI0102",2,NA,NA,NA,NA,"DWIGHT T. PARKER PUBLIC LIBRARY","WI","Rural",42.98336368,-90.65549158,NA
"7028",NA,"WI0103",3,NA,NA,NA,NA,"FOND DU LAC PUBLIC LIBRARY","WI","City",43.77779977,-88.44538901,NA
"7029",NA,"WI0103",4,NA,NA,NA,NA,"FDLPL EXPRESS","WI","City",43.78367003,-88.40410755,NA
"7030",NA,"WI0111",2,NA,NA,NA,NA,"GAYS MILLS PUBLIC LIBRARY","WI","Rural",43.33006874,-90.8383658,NA
"7031",NA,"WI0113",2,NA,NA,NA,NA,"GERMANTOWN COMMUNITY LIBRARY","WI","Suburban",43.22022199,-88.11965661,NA
"7032",NA,"WI0121",2,NA,NA,NA,NA,"ASHWAUBENON BRANCH","WI","Suburban",44.49331435,-88.07250723,NA
"7033",NA,"WI0121",4,NA,NA,NA,NA,"DENMARK BRANCH","WI","Rural",44.35394698,-87.82418102,NA
"7034",NA,"WI0121",5,NA,NA,NA,NA,"EAST BRANCH","WI","City",44.4822867,-87.96950822,NA
"7035",NA,"WI0121",7,NA,NA,NA,NA,"PULASKI BRANCH","WI","Town",44.67243684,-88.24567307,NA
"7036",NA,"WI0121",8,NA,NA,NA,NA,"SOUTHWEST BRANCH","WI","City",44.50704043,-88.04337458,NA
"7037",NA,"WI0121",9,NA,NA,NA,NA,"WRIGHTSTOWN BRANCH","WI","Town",44.32747722,-88.16762012,NA
"7038",NA,"WI0121",10,NA,NA,NA,NA,"BROWN COUNTY LIBRARY","WI","City",44.51453364,-88.00984345,NA
"7039",NA,"WI0121",11,NA,NA,NA,NA,"BROWN COUNTY LIBRARY BOOKMOBILE/OUTREACH SERVICES","WI","City",44.51453364,-88.00984345,NA
"7040",NA,"WI0121",13,NA,NA,NA,NA,"WEYERS-HILLIARD BRANCH","WI","Suburban",44.55479289,-88.08805792,NA
"7041",NA,"WI0121",14,NA,NA,NA,NA,"KRESS FAMILY BRANCH","WI","Suburban",44.45207304,-88.0604797,NA
"7042",NA,"WI0122",2,NA,NA,NA,NA,"CAESTECKER PUBLIC LIBRARY","WI","Rural",43.84520531,-88.95892936,NA
"7043",NA,"WI0128",2,NA,NA,NA,NA,"HANCOCK PUBLIC LIBRARY","WI","Rural",44.13340652,-89.52323194,NA
"7044",NA,"WI0133",2,NA,NA,NA,NA,"HAZEL GREEN PUBLIC LIBRARY","WI","Rural",42.53278845,-90.43575258,NA
"7045",NA,"WI0140",2,NA,NA,NA,NA,"INDEPENDENCE PUBLIC LIBRARY","WI","Rural",44.3574015,-91.42163771,NA
"7046",NA,"WI0142",3,NA,NA,NA,NA,"HEDBERG PUBLIC LIBRARY EXPRESS","WI","City",42.71171799,-88.999034,NA
"7047",NA,"WI0142",4,NA,NA,NA,NA,"HEDBERG PUBLIC LIBRARY BOOKMOBILE","WI","City",42.67948052,-89.01871941,NA
"7048",NA,"WI0148",7,NA,NA,NA,NA,"KENOSHA PUBLIC LIBRARY BOOMOBILE","WI","Suburban",42.63198996,-87.84207077,NA
"7049",NA,"WI0152",2,NA,NA,NA,NA,"KIEL PUBLIC LIBRARY","WI","Town",43.91148978,-88.03260752,NA
"7050",NA,"WI0153",2,NA,NA,NA,NA,"JAMES J. SIEBERS MEMORIAL LIBRARY BRANCH","WI","Suburban",44.27200482,-88.34024567,33070
"7051",NA,"WI0158",2,NA,NA,NA,NA,"BEN GUTHRIE--LAC DU FLAMBEAU PUBLIC LIBRARY","WI","Rural",45.96958736,-89.89365523,NA
"7052",NA,"WI0160",2,NA,NA,NA,NA,"RUSK COUNTY COMMUNITY LIBRARY","WI","Town",45.46132442,-91.10583232,NA
"7053",NA,"WI0170",2,NA,NA,NA,NA,"ALLEN-DIETZMAN PUBLIC LIBRARY","WI","Rural",42.90100393,-90.43682134,NA
"7054",NA,"WI0179",2,NA,NA,NA,NA,"MANITOWOC PUBLIC LIBRARY","WI","Town",44.09118433,-87.65717387,NA
"7055",NA,"WI0182",2,NA,NA,NA,NA,"MARKESAN PUBLIC LIBRARY","WI","Rural",43.70797319,-88.98759547,NA
"7056",NA,"WI0184",2,NA,NA,NA,NA,"EVERETT ROEHL MARSHFIELD PUBLIC LIBRARY","WI","Town",44.6661678,-90.17225284,NA
"7057",NA,"WI0188",2,NA,NA,NA,NA,"FRANCES L. SIMEK MEMORIAL LIBRARY MEDFORD","WI","Town",45.1428564,-90.34844758,NA
"7058",NA,"WI0190",2,NA,NA,NA,NA,"ELISHA D. SMITH PUBLIC LIBRARY","WI","Suburban",44.20298744,-88.44661001,NA
"7059",NA,"WI0191",2,NA,NA,NA,NA,"MENOMONEE FALLS PUBLIC LIBRARY","WI","Suburban",43.17142745,-88.10368313,NA
"7060",NA,"WI0192",2,NA,NA,NA,NA,"MENOMONIE PUBLIC LIBRARY","WI","Town",44.88684102,-91.92838226,NA
"7061",NA,"WI0192",3,NA,NA,NA,NA,"ELK MOUND BRANCH","WI","Rural",44.87291817,-91.69089738,NA
"7062",NA,"WI0196",2,NA,NA,NA,NA,"MIDDLETON PUBLIC LIBRARY","WI","Suburban",43.09511513,-89.50927305,NA
"7063",NA,"WI0206",2,NA,NA,NA,NA,"MONTFORT PUBLIC LIBRARY","WI","Rural",42.97179542,-90.4333698,NA
"7064",NA,"WI0214",2,NA,NA,NA,NA,"NEENAH PUBLIC LIBRARY","WI","City",44.18471606,-88.45790244,NA
"7065",NA,"WI0220",2,NA,NA,NA,NA,"NEW HOLSTEIN PUBLIC LIBRARY","WI","Town",43.95164626,-88.0957836,NA
"7066",NA,"WI0224",2,NA,NA,NA,NA,"SPILLMAN PUBLIC LIBRARY","WI","Suburban",43.80886582,-88.48106684,NA
"7067",NA,"WI0228",2,NA,NA,NA,NA,"OAKFIELD PUBLIC LIBRARY","WI","Rural",43.6842035,-88.54751136,NA
"7068",NA,"WI0232",2,NA,NA,NA,NA,"OGEMA PUBLIC LIBRARY","WI","Rural",45.44409282,-90.29431498,NA
"7069",NA,"WI0233",2,NA,NA,NA,NA,"CARTER MEMORIAL LIBRARY","WI","Town",44.03858751,-88.73934001,NA
"7070",NA,"WI0238",2,NA,NA,NA,NA,"OSCEOLA PUBLIC LIBRARY","WI","Town",45.32178866,-92.70409362,NA
"7071",NA,"WI0240",2,NA,NA,NA,NA,"HAUGE MEMORIAL LIBRARY","WI","Rural",44.57813741,-91.22292257,NA
"7072",NA,"WI0246",2,NA,NA,NA,NA,"PARK FALLS PUBLIC LIBRARY","WI","Rural",45.93537139,-90.45184513,NA
"7073",NA,"WI0254",2,NA,NA,NA,NA,"PLAINFIELD PUBLIC LIBRARY","WI","Rural",44.213022,-89.4923681,NA
"7074",NA,"WI0255",2,NA,NA,NA,NA,"PLATTEVILLE PUBLIC LIBRARY","WI","Town",42.73451371,-90.48056533,NA
"7075",NA,"WI0267",2,NA,NA,NA,NA,"PRINCETON PUBLIC LIBRARY","WI","Rural",43.84998945,-89.12876239,NA
"7076",NA,"WI0268",3,NA,NA,NA,NA,"RACINE PUBLIC MOBILE LIBRARY","WI","City",42.72597661,-87.78107558,NA
"7077",NA,"WI0271",2,NA,NA,NA,NA,"REDGRANITE PUBLIC LIBRARY","WI","Rural",44.0438495,-89.10265394,NA
"7078",NA,"WI0273",2,NA,NA,NA,NA,"RHINELANDER DISTRICT LIBRARY","WI","Town",45.63929142,-89.4112902,NA
"7079",NA,"WI0275",2,NA,NA,NA,NA,"RICE LAKE PUBLIC LIBRARY","WI","Town",45.50436889,-91.733069,NA
"7080",NA,"WI0277",2,NA,NA,NA,NA,"RIO COMMUNITY LIBRARY","WI","Rural",43.44558467,-89.24297404,NA
"7081",NA,"WI0278",2,NA,NA,NA,NA,"RIPON PUBLIC LIBRARY","WI","Town",43.84725498,-88.83897687,NA
"7082",NA,"WI0291",2,NA,NA,NA,NA,"SHAWANO COUNTY LIBRARY BOOKMOBILE","WI","Town",44.78098902,-88.60755319,NA
"7083",NA,"WI0291",3,NA,NA,NA,NA,"BIRNAMWOOD BRANCH","WI","Rural",44.92934414,-89.20923504,NA
"7084",NA,"WI0291",8,NA,NA,NA,NA,"SHAWANO COUNTY LIBRARY","WI","Town",44.78098902,-88.60755319,NA
"7085",NA,"WI0297",3,NA,NA,NA,NA,"GRATIOT ANNEX LIBRARY BRANCH","WI","Rural",42.5801263,-90.02365461,NA
"7086",NA,"WI0307",2,NA,NA,NA,NA,"D.R. MOON MEMORIAL LIBRARY","WI","Town",44.96240199,-90.9354926,NA
"7087",NA,"WI0321",2,NA,NA,NA,NA,"TOMAH PUBLIC LIBRARY","WI","Town",43.97982999,-90.5046425,NA
"7088",NA,"WI0324",2,NA,NA,NA,NA,"TURTLE LAKE PUBLIC LIBRARY","WI","Rural",45.39287512,-92.14250259,NA
"7089",NA,"WI0325",2,NA,NA,NA,NA,"LESTER PUBLIC LIBRARY","WI","Town",44.14352894,-87.56984391,NA
"7090",NA,"WI0328",2,NA,NA,NA,NA,"LESTER PUBLIC LIBRARY OF VESPER","WI","Rural",44.48353821,-89.96927105,NA
"7091",NA,"WI0341",4,NA,NA,NA,NA,"EDGAR BRANCH","WI","Rural",44.92184447,-89.96424494,NA
"7092",NA,"WI0341",5,NA,NA,NA,NA,"JOSEPH DESSERT BRANCH","WI","Suburban",44.79171794,-89.70076358,NA
"7093",NA,"WI0341",6,NA,NA,NA,NA,"MARATHON BRANCH","WI","Rural",44.93003359,-89.83818438,NA
"7094",NA,"WI0341",7,NA,NA,NA,NA,"ROTHSCHILD AREA BRANCH","WI","Suburban",44.88806545,-89.6245927,NA
"7095",NA,"WI0341",9,NA,NA,NA,NA,"SPENCER BRANCH","WI","Rural",44.7568118,-90.29813939,NA
"7096",NA,"WI0341",10,NA,NA,NA,NA,"STRATFORD BRANCH","WI","Rural",44.8042,-90.0744,NA
"7097",NA,"WI0341",12,NA,NA,NA,NA,"ATHENS BRANCH","WI","Rural",45.03420938,-90.07605014,NA
"7098",NA,"WI0341",14,NA,NA,NA,NA,"HATLEY BRANCH","WI","Rural",44.88860197,-89.33780773,NA
"7099",NA,"WI0342",2,NA,NA,NA,NA,"WAUTOMA PUBLIC LIBRARY","WI","Town",44.07560074,-89.29240522,NA
"7100",NA,"WI0348",2,NA,NA,NA,NA,"ETHEL EVERHARD MEMORIAL LIBRARY","WI","Rural",43.88457084,-89.49301493,NA
"7101",NA,"WI0351",2,NA,NA,NA,NA,"WHITEHALL PUBLIC LIBRARY","WI","Rural",44.36877721,-91.31671313,NA
"7102",NA,"WI0352",2,NA,NA,NA,NA,"IRVIN L. YOUNG MEMORIAL LIBRARY","WI","Town",42.8331322,-88.73635295,NA
"7103",NA,"WI0353",2,NA,NA,NA,NA,"PATTERSON MEMORIAL LIBRARY","WI","Rural",44.17797848,-89.24719156,NA
"7104",NA,"WI0357",2,NA,NA,NA,NA,"WINNECONNE PUBLIC LIBRARY","WI","Town",44.11021071,-88.71371804,NA
"7105",NA,"WI0359",3,NA,NA,NA,NA,"KILBOURN PUBLIC LIBRARY BOOKMOBILE","WI","Town",43.62534703,-89.77225778,NA
"7106",NA,"WI0378",2,NA,NA,NA,NA,"CADOTT COMMUNITY LIBRARY","WI","Rural",44.948613,-91.15066754,NA
"7107",NA,"WI0382",2,NA,NA,NA,NA,"DRESSER PUBLIC LIBRARY","WI","Town",45.354896,-92.63339746,NA
"7108",NA,"WI0386",2,NA,NA,NA,NA,"GRANTON COMMUNITY LIBRARY","WI","Rural",44.59230781,-90.46154082,NA
"7109",NA,"WI0387",2,NA,NA,NA,NA,"HAWKINS AREA LIBRARY","WI","Rural",45.51245773,-90.71469738,NA
"7110",NA,"WI0390",2,NA,NA,NA,NA,"JOHN BOSSHARD MEMORIAL LIBRARY","WI","Rural",43.89335088,-90.99427699,68165
"7111",NA,"WI0390",3,NA,NA,NA,NA,"F.J. ROBERS LIBRARY","WI","Suburban",43.86502349,-91.26981068,68165
"7112",NA,"WI0390",4,NA,NA,NA,NA,"LA CROSSE COUNTY LIBRARY","WI","Suburban",43.96064228,-91.25682923,68165
"7113",NA,"WI0390",5,NA,NA,NA,NA,"ONALASKA PUBLIC LIBRARY","WI","City",43.87650602,-91.22981316,68165
"7114",NA,"WI0390",6,NA,NA,NA,NA,"HAZEL BROWN LEICHT MEMORIAL LIBRARY","WI","Rural",43.8982905,-91.07360935,68165
"7115",NA,"WI0394",4,NA,NA,NA,NA,"GOODMAN LIBRARY STATION BRANCH","WI","Rural",45.6267717,-88.35841031,NA
"7116",NA,"WI0399",2,NA,NA,NA,NA,"PITTSVILLE COMMUNITY LIBRARY","WI","Rural",44.43859863,-90.126375,NA
"7117",NA,"WI0402",2,NA,NA,NA,NA,"CLARELLA HACKETT JOHNSON PUBLIC LIBRARY","WI","Rural",45.1701299,-91.68603411,NA
"7118",NA,"WI0406",2,NA,NA,NA,NA,"ST. CROIX FALLS PUBLIC LIBRARY","WI","Rural",45.40746265,-92.64484647,NA
"7119",NA,"WI0409",2,NA,NA,NA,NA,"LOWELL PUBLIC LIBRARY","WI","Rural",43.33979177,-88.82047055,NA
"7120",NA,"WI0410",2,NA,NA,NA,NA,"READSTOWN PUBLIC LIBRARY","WI","Rural",43.45105252,-90.76051401,NA
"7121",NA,"WI0413",2,NA,NA,NA,NA,"LAC COURTE OREILLES OJIBWA COLLEGE COMMUNITY LIBRARY","WI","Rural",45.94364901,-91.36476096,NA
"7122",NA,"WI9025",1,NA,NA,NA,NA,"S. VERNA FOWLER ACADEMIC LIBRARY / MENOMINEE PUBLIC LIBRARY","WI","Rural",44.8588871,-88.62736827,NA
"7123",NA,"WV0001",6,NA,NA,NA,NA,"BOOKMOBILE","WV","City",37.77983973,-81.18778714,NA
"7124",NA,"WV0001",7,NA,NA,NA,NA,"BOOKMOBILE UNIT II","WV","City",37.77983973,-81.18778714,NA
"7125",NA,"WV0002",5,NA,NA,NA,NA,"CRAFT MEMORIAL LIBRARY BOOKMOBILE","WV","Town",37.26879157,-81.22117846,NA
"7126",NA,"WV0003",2,NA,NA,NA,NA,"PRINCETON PUBLIC LIBRARY","WV","Town",37.36949872,-81.09616925,NA
"7127",NA,"WV0009",11,NA,NA,NA,NA,"KANAWHA COUNTY BOOKMOBILE","WV","Suburban",38.20771363,-81.51093214,NA
"7128",NA,"WV0020",5,NA,NA,NA,NA,"BOOKMOBILE","WV","City",39.28612284,-81.53772447,NA
"7129",NA,"WV0020",6,NA,NA,NA,NA,"WAVERLY","WV","Rural",39.33874456,-81.38337659,NA
"7130",NA,"WV0022",2,NA,NA,NA,NA,"VIENNA PUBLIC LIBRARY","WV","City",39.32257197,-81.55377976,NA
"7131",NA,"WV0023",6,NA,NA,NA,NA,"ARNETTSVILLE","WV","Rural",39.58774236,-80.09155323,NA
"7132",NA,"WV0041",2,NA,NA,NA,NA,"BRIDGEPORT PUBLIC LIBRARY","WV","Town",39.29934571,-80.27514398,NA
"7133",NA,"WV0053",2,NA,NA,NA,NA,"MARTINSBURG-BERKELEY CO. PUBLIC LIBRARY","WV","City",39.45620813,-77.96404973,NA
"7134",NA,"WV0053",3,NA,NA,NA,NA,"MUSSELMAN-SOUTH BERKELEY COMMUNITY LIBRARY","WV","Suburban",39.3526436,-78.04274795,NA
"7135",NA,"WV0053",4,NA,NA,NA,NA,"NORTH BERKELEY","WV","Suburban",39.54699927,-77.91524588,NA
"7136",NA,"WV0053",5,NA,NA,NA,NA,"HEDGESVILLE PUBLIC LIBRARY","WV","Suburban",39.55433214,-77.99378649,NA
"7137",NA,"WV0061",3,NA,NA,NA,NA,"BENWOOD-MCMECHEN","WV","Suburban",39.99424421,-80.72971311,NA
"7138",NA,"WV0071",6,NA,NA,NA,NA,"NORTHFORK","WV","Rural",37.41527642,-81.43545838,NA
"7139",NA,"WV0071",8,NA,NA,NA,NA,"WAR PUBLIC LIBRARY","WV","Rural",37.29460403,-81.69606312,NA
