"","FSCSKEY","FSCS_SEQ","LIBID","LIBNAME","ADDRESS","CITY","STABR","ZIP","C_ADMIN","C_OUT_TY","LATITUDE","LONGITUD","PLS_YEAR","n","ros_entity_number"
"5674","VT0023",2,"BRIGHTON","ISLAND POND PUBLIC","49 MILL ST. EXT.","ISLAND POND","VT",5846,NA,"CE",44.8149429,-71.88016797,2020,1,NA
"5675","VT0024",2,"BRISTOL","LAWRENCE MEMORIAL","40 NORTH ST.","BRISTOL","VT",5443,NA,"CE",44.13579031,-73.0787766,2020,1,NA
"5676","VT0025",2,"BROOKFIELD","BROOKFIELD FREE PUBLIC","40 RALPH RD.","BROOKFIELD","VT",5036,NA,"CE",44.04329186,-72.60277654,2020,1,NA
"5677","VT0028",2,"""BURKE, W.""","WEST BURKE","123 VT RT 5A","WEST BURKE","VT",5871,NA,"CE",44.64333248,-71.98021906,2020,1,NA
"5678","VT0029",2,"BURLINGTON","FLETCHER FREE","235 COLLEGE ST.","BURLINGTON","VT",5401,NA,"CE",44.47714482,-73.21053384,2020,1,NA
"5679","VT0031",2,"CAMBRIDGE","VARNUM MEMORIAL","194 MAIN ST.","JEFFERSONVILLE","VT",5464,NA,"CE",44.64637352,-72.82825334,2020,1,NA
"5680","VT0032",2,"CANAAN","ALICE M. WARD MEMORIAL","27 PARK ST.","CANAAN","VT",5903,NA,"CE",44.99577328,-71.53913356,2020,1,NA
"5681","VT0034",2,"CAVENDISH","CAVENDISH FLETCHER COMMUNITY","573 MAIN ST.","PROCTORSVILLE","VT",5153,NA,"CE",43.38352577,-72.63711837,2020,1,NA
"5682","VT0035",2,"CHARLOTTE","CHARLOTTE","115 FERRY RD.","CHARLOTTE","VT",5445,NA,"CE",44.31105565,-73.24931229,2020,1,NA
"5683","VT0036",2,"CHELSEA","CHELSEA PUBLIC","296 RTE. 110","CHELSEA","VT",5038,NA,"CE",43.98911004,-72.44763614,2020,1,NA
"5684","VT0037",2,"CHESTER","WHITING","117 MAIN ST.","CHESTER","VT",5143,NA,"CE",43.26386995,-72.59716276,2020,1,NA
"5685","VT0038",2,"CHITTENDEN","CHITTENDEN PUBLIC","BARSTOW SCHOOL","CHITTENDEN","VT",5737,NA,"CE",43.70091787,-72.95184487,2020,1,NA
"5686","VT0039",2,"COLCHESTER","BURNHAM MEMORIAL","898 MAIN ST.","COLCHESTER","VT",5446,NA,"CE",44.54412268,-73.14896708,2020,1,NA
"5687","VT0042",2,"CORNWALL","CORNWALL FREE PUBLIC","2629 RTE. 30","CORNWALL","VT",5753,NA,"CE",43.9613691,-73.20959062,2020,1,NA
"5688","VT0043",2,"CRAFTSBURY","CRAFTSBURY PUBLIC","12 CHURCH LANE","CRAFTSBURY COMMON","VT",5827,NA,"CE",44.65445694,-72.38351836,2020,1,NA
"5689","VT0045",2,"DANBY","S.L. GRIFFITH MEMORIAL LIBRARY","74 S. MAIN ST.","DANBY","VT",5739,NA,"CE",43.34594174,-72.9959178,2020,1,NA
"5690","VT0048",2,"DERBY","DAILEY MEMORIAL","101 JUNIOR HIGH DR.","DERBY","VT",5829,NA,"CE",44.9489539,-72.1322413,2020,1,NA
"5691","VT0049",2,"DERBYLINE","HASKELL FREE","93 CASWELL AVE.","DERBY LINE","VT",5830,NA,"CE",45.00556686,-72.09771742,2020,1,NA
"5692","VT0052",2,"ENOSBURGH","ENOSBURGH PUBLIC","241 MAIN ST.","ENOSBURGH FALLS","VT",5450,NA,"CE",44.90590943,-72.80581263,2020,1,NA
"5693","VT0053",2,"ESSEX","ESSEX FREE","2 JERICHO RD.","ESSEX","VT",5451,NA,"CE",44.5117743,-73.05912645,2020,1,NA
"5694","VT0054",2,"ESSEXJUNCTION","BROWNELL","6 LINCOLN ST.","ESSEX JUNCTION","VT",5452,NA,"CE",44.4915358,-73.11108473,2020,1,NA
"5695","VT0055",2,"FAIRFAX","FAIRFAX COMMUNITY","75 HUNT ST.","FAIRFAX","VT",5454,NA,"CE",44.66302585,-73.013253,2020,1,NA
"5696","VT0058",2,"FAIRLEE","FAIRLEE PUBLIC","221 US RTE 5 N","FAIRLEE","VT",5045,NA,"CE",43.90595576,-72.14605862,2020,1,NA
"5697","VT0059",2,"FRANKLIN","HASTON","5167 MAIN ST.","FRANKLIN","VT",5457,NA,"CE",44.98155179,-72.91558631,2020,1,NA
"5698","VT0060",2,"GEORGIA","GEORGIA PUBLIC","1697 ETHAN ALLEN HWY","FAIRFAX","VT",5454,NA,"CE",44.7031035,-73.10523959,2020,1,NA
"5699","VT0061",2,"GLOVER","GLOVER PUBLIC","51 BEAN HILL RD","GLOVER","VT",5839,NA,"CE",44.70724558,-72.18812186,2020,1,NA
"5700","VT0062",2,"GRAFTON","GRAFTON PUBLIC","204 MAIN ST.","GRAFTON","VT",5146,NA,"CE",43.17183427,-72.6070565,2020,1,NA
"5701","VT0063",2,"GRANDISLE","GRAND ISLE FREE","10 HYDE RD.","GRAND ISLE","VT",5458,NA,"CE",44.72235769,-73.29512023,2020,1,NA
"5702","VT0066",2,"GROTON","GROTON FREE PUBLIC","1304 SCOTT HWY.","GROTON","VT",5046,NA,"CE",44.21023803,-72.19426345,2020,1,NA
"5703","VT0067",2,"GUILDHALL","GUILDHALL PUBLIC","RTE. 102 N","GUILDHALL","VT",5905,NA,"CE",44.77492735,-71.60104958,2020,1,NA
"5704","VT0069",2,"HANCOCK","HANCOCK FREE PUBLIC","1027 ROUTE 100","HANCOCK","VT",5748,NA,"CE",43.92352925,-72.84059357,2020,1,NA
"5705","VT0072",2,"HARTLAND","HARTLAND PUBLIC","153 RTE. 5","HARTLAND","VT",5048,NA,"CE",43.54026799,-72.40205602,2020,1,NA
"5706","VT0074",2,"HINESBURG","CARPENTER-CARSE","69 BALLARDS CORNER RD.","HINESBURG","VT",5461,NA,"CE",44.34127899,-73.11800308,2020,1,NA
"5707","VT0075",2,"HUNTINGTON","HUNTINGTON PUBLIC","2156 MAIN RD.","HUNTINGTON","VT",5462,NA,"CE",44.32667994,-72.98769172,2020,1,NA
"5708","VT0076",2,"HYDEPARK","LANPHER MEMORIAL","141 MAIN ST.","HYDE PARK","VT",5655,NA,"CE",44.59355445,-72.61715217,2020,1,NA
"5709","VT0077",2,"IRASBURG","LEACH PUBLIC","130 PARK AVE.","IRASBURG","VT",5849,NA,"CE",44.80291549,-72.27830192,2020,1,NA
"5710","VT0078",2,"ISLELAMOTTE","ISLE LA MOTTE FREE PUBLIC","2238 MAIN ST.","ISLE LA MOTTE","VT",5463,NA,"CE",44.87820045,-73.33818134,2020,1,NA
"5711","VT0079",2,"JAMAICA","JAMAICA FREE PUBLIC","17 DEPOT ST.","JAMAICA","VT",5343,NA,"CE",43.10042301,-72.77823156,2020,1,NA
"5712","VT0080",2,"JERICHO","JERICHO TOWN","7 JERICHO CENTER CIRCLE","JERICHO CENTER","VT",5465,NA,"CE",44.46947651,-72.97197959,2020,1,NA
"5713","VT0081",2,"JOHNSON","JOHNSON PUBLIC","7 LIBRARY DR.","JOHNSON","VT",5656,NA,"CE",44.63470423,-72.6819292,2020,1,NA
