"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_entity_type","is_school_library_independent","ros_subtype","ros_status","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode","ros_physical_zipcode_ext","ros_physical_county","ros_latitude","ros_longitude","ros_congressional_district","ros_urban_rural_status","ros_number_of_full_time_students","ros_total_number_of_part_time_students","ros_peak_number_of_part_time_students","ros_number_of_nslp_students","billed_entity_number","organization_name","organization_entity_type_name","org_address1","org_city","org_state","org_zipcode","org_congressional_district","funding_year","application_number","funding_request_number","form_471_line_item_number","is_certified_in_window","form_471_status_name","form_471_frn_status_name","pending_reason","spin_name","spin_number","chosen_category_of_service","form_471_service_type_name","form_471_function_name","form_471_product_name","upload_speed","form_471_upload_speed_unit_name","download_speed","form_471_download_speed_unit_name","total_monthly_cost","monthly_recur_ineligible_cost","monthly_recurring_unit_eligible_costs","monthly_quantity","total_monthly_eligible_recurring_costs","months_of_service","total_eligible_recurring_costs","total_one_time_cost","one_time_ineligible_cost","one_time_eligible_costs","one_time_quantity","total_eligible_one_time_costs","pre_discount_extended_eligible_line_item_costs","dis_pct","post_discount_extended_eligible_line_item_costs","post_discount_applicant_share","ros_square_footage","qty_allocation","tribal_type","form_471_frn_fiber_type_name","form_471_frn_fiber_sub_type_name","ros_physical_address_2","original_allocation","count_ros","cat1_discount_by_ros_estimated","cat2_discount_by_ros","MOST_RECENT_PLS","form_471_purpose_name","form_version","connection_directly_school","connection_supports_service","download_speed_mbps","upload_speed_mbps","speed_tier","gigabit_binary","POPU_LSA","LOCALE_ADD","LOCALE","LOCALE_ADD_DESCR","LOCALE_TOP_LEVEL_DESCR","speed_benchmark","pop_category","count_ents"
"93",17028710,"KY0107",2,"trimble county public library  park branch","library","No","kiosk, public library","Active","3240 Highway 421 N","Bedford","KY",40006,NA,"Trimble",38.636329,-85.32224,"Congressional District 4","Rural",NA,NA,NA,NA,17023062,"Trimble County Public Library","library system","35 Equity Drive","Bedford","KY",40006,"Congressional District 4",2022,221039412,2299058970,2299058970.001,"In-Window","Committed","Funded","FCDL Issued","Charter Communications Operating, LLC",143050436,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",35,"Mbps",600,"Mbps",134.98,0,134.98,1,134.98,12,1619.76,0,0,0,0,0,1619.76,0.8,1295.808,323.95,150,1,NA,NA,NA,NA,1619.76,1,1295.808,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",600,600,"served_not_gigabit","not_gigabit",8471,NA,42,"Rural Distant","Rural","bandwidth target met","under50",2
"94",17003531,"KY0801",2,"bracken county public library main branch","library","No","main branch, public library","Active","310 Miami St","Brooksville","KY",41004,NA,"Bracken",38.6794306,-84.0574564,"Congressional District 4","Rural",NA,NA,NA,NA,152190,"Bracken County Public Library","library system","310 W Miami Street","Brooksville","KY",41004,"Congressional District 4",2022,221025296,2299035256,2299035256.001,"In-Window","Committed","Funded","FCDL Issued","Windstream Communications, LLC",143030766,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",250,"Mbps",250,"Mbps",872.17,0,872.17,1,872.17,12,10466.04,0,0,0,0,0,10466.04,0.9,9419.436,1046.6,9110,1,NA,NA,NA,NA,NA,1,9419.436,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",250,250,"served_not_gigabit","not_gigabit",8303,NA,42,"Rural Distant","Rural","bandwidth target met","under50",2
"95",17003533,"KY0801",2,"bracken county public library bookmobile","library","No","bookmobile, public library","Active","310 West Miami Street","Brooksville","KY",41004,NA,NA,38.6794306,-84.0574564,"Congressional District 4","Rural",NA,NA,NA,NA,152190,"Bracken County Public Library","library system","310 W Miami Street","Brooksville","KY",41004,"Congressional District 4",2022,221025296,2299035274,2299035274.002,"In-Window","Committed","Funded","FCDL Issued","AT&T Mobility",143025240,"Category1","Data Transmission and/or Internet Access","Other","Other",1,"Mbps",10,"Mbps",3,0,3,1,3,12,36,0,0,0,0,0,36,0.9,32.4,3.6,70,1,NA,NA,NA,NA,NA,1,32.4,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",10,10,"unserved","not_gigabit",8303,NA,42,"Rural Distant","Rural","bandwidth target not met","under50",2
"96",17005087,"LA0032",2,"avoyelles parish library (main branch)","library","No","main branch, public library","Active","660 North Main Street","Marksville","LA",71351,2496,"Avoyelles",NA,NA,NA,"Rural",NA,NA,NA,NA,139338,"Avoyelles Parish Library","library system","660 North Main Street","Marksville","LA",71351,"Congressional District 5",2022,221010385,2299017562,2299017562.001,"In-Window","Committed","Funded","FCDL Issued","Conterra Ultra Broadband, LLC",143025700,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",1349,0,1349,1,1349,12,16188,0,0,0,0,0,16188,0.9,14569.2,1618.8,9000,1,NA,NA,NA,NA,2023.5,8,1821.15,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1000,1000,"gigabit","gigabit",39966,NA,32,"Town Distant","Town","bandwidth target met","under50",2
"97",17005087,"LA0032",2,"avoyelles parish library (main branch)","library","No","main branch, public library","Active","660 North Main Street","Marksville","LA",71351,2496,"Avoyelles",NA,NA,NA,"Rural",NA,NA,NA,NA,139338,"Avoyelles Parish Library","library system","660 North Main Street","Marksville","LA",71351,"Congressional District 5",2022,221010385,2299017579,2299017579.001,"In-Window","Committed","Funded","FCDL Issued","Conterra Ultra Broadband, LLC",143025700,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",849,0,849,1,849,12,10188,0,0,0,0,0,10188,0.9,9169.2,1018.8,9000,NA,NA,NA,NA,NA,NA,1,9169.2,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",1000,1000,"gigabit","gigabit",39966,NA,32,"Town Distant","Town","bandwidth target met","under50",2
"98",17021902,"LA0032",2,"effie branch library","library","No","public library","Active","660 N Main St","Marksville","LA",71351,NA,NA,31.130957,-92.063047,"Congressional District 5","Urban",NA,NA,NA,NA,139338,"Avoyelles Parish Library","library system","660 North Main Street","Marksville","LA",71351,"Congressional District 5",2022,221010385,2299017562,2299017562.001,"In-Window","Committed","Funded","FCDL Issued","Conterra Ultra Broadband, LLC",143025700,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",1349,0,1349,1,1349,12,16188,0,0,0,0,0,16188,0.9,14569.2,1618.8,800,1,NA,NA,NA,NA,2023.5,8,1821.15,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1000,1000,"gigabit","gigabit",39966,NA,32,"Town Distant","Town","bandwidth target met","under50",2
"99",17021902,"LA0032",2,"effie branch library","library","No","public library","Active","660 N Main St","Marksville","LA",71351,NA,NA,31.130957,-92.063047,"Congressional District 5","Urban",NA,NA,NA,NA,139338,"Avoyelles Parish Library","library system","660 North Main Street","Marksville","LA",71351,"Congressional District 5",2022,221010385,2299017579,2299017579.002,"In-Window","Committed","Funded","FCDL Issued","Conterra Ultra Broadband, LLC",143025700,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",250,"Mbps",250,"Mbps",749,0,749,7,5243,12,62916,0,0,0,0,0,62916,0.9,56624.4,6291.6,800,NA,NA,NA,NA,NA,8988,7,8089.2,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",250,250,"served_not_gigabit","not_gigabit",39966,NA,32,"Town Distant","Town","bandwidth target met","under50",2
"100",16057800,"LA0042",2,"st. bernard parish library - beauregard","library","No","public library","Active","St. Bernard Parish Library","St. Bernard","LA",70085,NA,"St Bernard",29.8680273,-89.8649435,"Congressional District 1","Urban",NA,NA,NA,NA,139209,"St Bernard Parish Library","library system","2600 Palmisano Blvd","Chalmette","LA",70043,"Congressional District 1",2022,221006509,2299006933,2299006933.002,"In-Window","Committed","Funded","FCDL Issued","Cox Commuications Louisiana, LLC",143018997,"Category1","Data Transmission and/or Internet Access","Fiber","Switched Multimegabit Data Service",100,"Mbps",100,"Mbps",493,0,493,1,493,12,5916,0,0,0,0,0,5916,0.9,5324.4,591.6,400,1,NA,NA,NA,"1201 Bayou Road",NA,1,5324.4,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",47647,NA,21,"Suburban Large","Suburban","bandwidth target met","under50",2
"101",17005135,"LA0042",2,"st. bernard parish library","library","No","main branch, public library","Active","2600 Palmisano Boulevard","Chalmette","LA",70043,3666,"St. Bernard",29.939378,-89.951969,"Congressional District 1","Urban",NA,NA,NA,NA,139209,"St Bernard Parish Library","library system","2600 Palmisano Blvd","Chalmette","LA",70043,"Congressional District 1",2022,221006509,2299006933,2299006933.001,"In-Window","Committed","Funded","FCDL Issued","Cox Commuications Louisiana, LLC",143018997,"Category1","Data Transmission and/or Internet Access","Fiber","Switched Multimegabit Data Service",300,"Mbps",300,"Mbps",946,0,946,1,946,12,11352,0,0,0,0,0,11352,0.9,10216.8,1135.2,8200,1,NA,NA,NA,NA,NA,1,10216.8,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",300,300,"served_not_gigabit","not_gigabit",47647,NA,21,"Suburban Large","Suburban","bandwidth target met","under50",2
"102",17005091,"LA0046",2,"bossier parish library (main branch)","library","No","main branch, public library","Active","2206 Beckett Street","Bossier City","LA",71111,3730,"Bossier",NA,NA,NA,"Urban",NA,NA,NA,NA,139305,"Bossier Parish Library: Headquarters","library system","4915 Shed Road","Bossier City","LA",71111,"Congressional District 4",2022,221035488,2299052302,2299052302.003,"In-Window","Committed","Funded","FCDL Issued","EM3 Networks LLC",143049822,"Category1","Data Transmission and/or Internet Access","Fiber","Switched Multimegabit Data Service",5,"Gbps",5,"Gbps",3395,0,3395,1,3395,12,40740,0,0,0,0,0,40740,0.8,32592,8148,30455,0.125,NA,NA,NA,NA,NA,8,4074,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",5000,5000,"gigabit","gigabit",127275,NA,13,"City Small","City","bandwidth target met","over50",2
"103",17005091,"LA0046",2,"bossier parish library (main branch)","library","No","main branch, public library","Active","2206 Beckett Street","Bossier City","LA",71111,3730,"Bossier",NA,NA,NA,"Urban",NA,NA,NA,NA,139305,"Bossier Parish Library: Headquarters","library system","4915 Shed Road","Bossier City","LA",71111,"Congressional District 4",2022,221035488,2299052511,2299052511.001,"In-Window","Committed","Funded","FCDL Issued","EM3 Networks LLC",143049822,"Category1","Data Transmission and/or Internet Access","Fiber","Switched Multimegabit Data Service",1,"Gbps",1,"Gbps",1331.4,0,1331.4,4,5325.6,12,63907.2,0,0,0,0,0,63907.2,0.8,51125.76,12781.44,30455,NA,NA,NA,NA,NA,15976.8,4,12781.44,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",1000,1000,"gigabit","gigabit",127275,NA,13,"City Small","City","bandwidth target met","over50",2
"104",17021035,"LA0046",2,"bossier library administration building","non-instructional facility (nif)",NA,NA,"Active","4915 Shed Rd","Bossier City","LA",71111,NA,NA,32.5512027,-93.663631,"Congressional District 4",NA,NA,NA,NA,NA,139305,"Bossier Parish Library: Headquarters","library system","4915 Shed Road","Bossier City","LA",71111,"Congressional District 4",2022,221035488,2299052302,2299052302.003,"In-Window","Committed","Funded","FCDL Issued","EM3 Networks LLC",143049822,"Category1","Data Transmission and/or Internet Access","Fiber","Switched Multimegabit Data Service",5,"Gbps",5,"Gbps",3395,0,3395,1,3395,12,40740,0,0,0,0,0,40740,0.8,32592,8148,NA,0.125,NA,NA,NA,NA,NA,8,4074,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",5000,5000,"gigabit","gigabit",127275,NA,13,"City Small","City","bandwidth target met","over50",2
"105",17021035,"LA0046",2,"bossier library administration building","non-instructional facility (nif)",NA,NA,"Active","4915 Shed Rd","Bossier City","LA",71111,NA,NA,32.5512027,-93.663631,"Congressional District 4",NA,NA,NA,NA,NA,139305,"Bossier Parish Library: Headquarters","library system","4915 Shed Road","Bossier City","LA",71111,"Congressional District 4",2022,221035488,2299060412,2299060412.001,"In-Window","Committed","Funded","FCDL Issued","EM3 Networks LLC",143049822,"Category1","Data Transmission and/or Internet Access","Fiber","Switched Multimegabit Data Service",5,"Gbps",5,"Gbps",3640,0,3640,1,3640,12,43680,0,0,0,0,0,43680,0.8,34944,8736,NA,NA,NA,NA,NA,NA,43680,1,34944,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",5000,5000,"gigabit","gigabit",127275,NA,13,"City Small","City","bandwidth target met","over50",2
"106",16035939,"LA0047",11,"the choctaw branch","library","No","public library","Active","1887 Choctaw Road","Thibodaux","LA",70301,NA,"Lafourche",29.8504666,-90.7400293,"Congressional District 6","Rural",NA,NA,NA,NA,139227,"Lafourche Parish Library","library system","314 Saint Mary Street","Thibodaux","LA",70301,"Congressional District 6",2022,221012616,2299015178,2299015178.002,"In-Window","Committed","Funded","FCDL Issued","Advanced Tel., LLC.",143001151,"Category1","Data Transmission and/or Internet Access","Fiber","Switched Multimegabit Data Service",100,"Mbps",100,"Mbps",660,0,660,9,5940,12,71280,0,0,0,0,0,71280,0.8,57024,14256,4400,NA,NA,NA,NA,NA,7920,9,6336,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",97596,NA,41,"Rural Fringe","Rural","bandwidth target not met","over50",2
"107",16035939,"LA0047",11,"the choctaw branch","library","No","public library","Active","1887 Choctaw Road","Thibodaux","LA",70301,NA,"Lafourche",29.8504666,-90.7400293,"Congressional District 6","Rural",NA,NA,NA,NA,139227,"Lafourche Parish Library","library system","314 Saint Mary Street","Thibodaux","LA",70301,"Congressional District 6",2022,221012616,2299015199,2299015199.001,"In-Window","Committed","Funded","FCDL Issued","Advanced Tel., LLC.",143001151,"Category1","Data Transmission and/or Internet Access","Fiber","Switched Multimegabit Data Service",1,"Gbps",1,"Gbps",1228.04,0,1228.04,1,1228.04,12,14736.48,0,0,0,0,0,14736.48,0.8,11789.184,2947.3,4400,1,NA,NA,NA,NA,1473.65,10,1178.9184,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1000,1000,"gigabit","gigabit",97596,NA,41,"Rural Fringe","Rural","bandwidth target met","over50",2
"108",80220,"LA0047",11,"thibodaux branch library","library","No","main branch, public library","Active","705 West Fifth Street","Thibodaux","LA",70301,2620,"Lafourche",29.7960994,-90.8221863,"Congressional District 6","Urban",NA,NA,NA,NA,139227,"Lafourche Parish Library","library system","314 Saint Mary Street","Thibodaux","LA",70301,"Congressional District 6",2022,221012616,2299015178,2299015178.001,"In-Window","Committed","Funded","FCDL Issued","Advanced Tel., LLC.",143001151,"Category1","Data Transmission and/or Internet Access","Fiber","Switched Multimegabit Data Service",1,"Gbps",1,"Gbps",1500.1,0,1500.1,1,1500.1,12,18001.2,0,0,0,0,0,18001.2,0.8,14400.96,3600.24,26929,NA,NA,NA,NA,NA,18001.2,1,14400.96,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",1000,1000,"gigabit","gigabit",97596,NA,41,"Rural Fringe","Rural","bandwidth target met","over50",2
"109",80220,"LA0047",11,"thibodaux branch library","library","No","main branch, public library","Active","705 West Fifth Street","Thibodaux","LA",70301,2620,"Lafourche",29.7960994,-90.8221863,"Congressional District 6","Urban",NA,NA,NA,NA,139227,"Lafourche Parish Library","library system","314 Saint Mary Street","Thibodaux","LA",70301,"Congressional District 6",2022,221012616,2299015199,2299015199.001,"In-Window","Committed","Funded","FCDL Issued","Advanced Tel., LLC.",143001151,"Category1","Data Transmission and/or Internet Access","Fiber","Switched Multimegabit Data Service",1,"Gbps",1,"Gbps",1228.04,0,1228.04,1,1228.04,12,14736.48,0,0,0,0,0,14736.48,0.8,11789.184,2947.3,26929,1,NA,NA,NA,NA,1473.65,10,1178.9184,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1000,1000,"gigabit","gigabit",97596,NA,41,"Rural Fringe","Rural","bandwidth target met","over50",2
"110",139258,"LA0059",2,"jennings carnegie pub library","library","Yes","main branch, public library","Active","303 Cary Ave","Jennings","LA",70546,5223,"Jefferson Davis",30.2226402,-92.6591835,"Congressional District 3","Rural",NA,NA,NA,NA,139258,"Jennings Carnegie Pub Library","library","303 Cary Ave","Jennings","LA",70546,"Congressional District 3",2022,221034503,2299050687,2299050687.001,"In-Window","Committed","Funded","FCDL Issued","Detel Wireless",143026277,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Mbps",10,"Mbps",599,0,599,1,599,12,7188,0,0,0,0,0,7188,0.9,6469.2,718.8,4170,1,NA,NA,NA,NA,NA,1,6469.2,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",10,10,"unserved","not_gigabit",9800,NA,32,"Town Distant","Town","bandwidth target not met","under50",2
"111",80736,"LA0059",2,"jennings headquarter br lib","library","No","main branch, public library","Active","118 W Plaquemine St","Jennings","LA",70546,5856,"Jefferson Davis",30.22272,-92.6582,"Congressional District 3","Rural",NA,NA,NA,NA,139256,"Jefferson Davis Parish Library","library system","118 W Plaquemine St","Jennings","LA",70546,"Congressional District 3",2022,221006674,2299007150,2299007150.001,"In-Window","Committed","Funded","FCDL Issued","Conterra Ultra Broadband, LLC",143025700,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",1599,0,1599,1,1599,12,19188,0,0,0,0,0,19188,0.9,17269.2,1918.8,7800,1,NA,NA,NA,NA,4797,4,4317.3,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1000,1000,"gigabit","gigabit",9800,NA,32,"Town Distant","Town","bandwidth target met","under50",2
